"","pmid","title","year","keyword"
"186","32592893","BMI1-KLF4 axis deficiency improves responses to neoadjuvant concurrent chemoradiotherapy in patients with rectal cancer.",2020,"cancer"
"196","32592891","Letter to editor regarding Urban et al., FDG-PET/CT scan assessment of response 12 weeks post radical radiotherapy in oropharynx head and neck cancer: The impact of p16 status.",2020,"cancer"
"206","32592856","Caregivers' Out-of-Pocket Expenses and Time Commitment Following Hematopoietic Stem Cell Transplantation at a Rural Cancer Center.",2020,"cancer"
"128","23412765","Detection method for avian influenza viruses in water.",2011,"influenza"
"217","23329946","Imaging Findings in Patients With H1N1 Influenza A Infection.",2011,"influenza"
"316","23252020","Influenza vaccination can be safely administered to most egg-allergic patients.",2011,"influenza"
"416","23202424","Mixture model analysis reflecting dynamics of the population diversity of 2009 pandemic H1N1 influenza virus.",2011,"influenza"
"516","23115500","Influenza vaccine recommendations for children and youth for the 2011/2012 season.",2011,"influenza"
"616","23024589","Use of influenza vaccines in children with an egg allergy.",2011,"influenza"
"716","22973362","Clinical features of novel 2009 influenza A (H1N1) infection in Isfahan, Iran.",2011,"influenza"
"816","22969848","Pathological observations of lung inflammation after administration of IP-10 in influenza virus- and respiratory syncytial virus-infected mice.",2011,"influenza"
"916","22873593","An evolutionary model of influenza A with drift and shift.",2011,"influenza"
"1016","22851818","Influenza A H1N1 2009 (Swine Flu) and Pregnancy.",2011,"influenza"
"1113","22764830","Oseltamivir-resistant 2009 H1N1 influenza pneumonia during therapy in a renal transplant recipient.",2011,"influenza"
"129","22748221","Modeling the epidemic waves of AH1N1/09 influenza around the world.",2011,"influenza"
"137","22737407","Mortality from Pandemic Influenza A (H1N1) in Iran.",2011,"influenza"
"147","22702421","Avian influenza: the political economy of disease control in Cambodia.",2011,"influenza"
"157","22676501","Cost comparison of 2 mass vaccination campaigns against influenza A H1N1 in New York City.",2011,"influenza"
"166","22674313","[Morphological changes in lung tissue of victims associated with the 2009 A H1N1/v09 influenza pandemic in Colombia].",2011,"influenza"
"177","22646152","Progress in structure-based drug design against influenza A virus.",2011,"influenza"
"187","22634992","Influenza A (H1N1) was not associated with obesity in pregnant women living in Toluca, México.",2011,"influenza"
"197","22624489","Flutracking weekly online community survey of influenza-like illness annual report, 2010.",2011,"influenza"
"207","22591085","Protecting patients, protecting healthcare workers: a review of the role of influenza vaccination.",2011,"influenza"
"130","24623946","Pandemic influenza: Experience in a flu OPD of a tertiary care hospital.",2012,"influenza"
"218","24429449","Repetitive fulminant influenza myocarditis requiring the use of circulatory assist devices.",2012,"influenza"
"317","24293813","Higher Immunological Protection of Pandemic 2009 H1N1 Influenza Live Virus Infection than Split Vaccine Against the Homologous Virus for Long Term Immunization in Ferret.",2012,"influenza"
"417","24293812","Adaptations of a competitive enzyme-linked immunosorbent assays for the detection of antibodies to influenza a virus in horse sera for use in wild aquatic birds.",2012,"influenza"
"517","26619507","Local Health Department Influenza Surveillance Estimates and Projections of Peak Pediatric Intensive Care Unit Occupancy During the 2009 Influenza A Pandemic.",2012,"influenza"
"617","24192340","Evaluation of a commercial enzyme-linked immunosorbent assay for detection of antibodies against the H5 subtype of Influenza A virus in waterfowl.",2012,"influenza"
"717","24082799","Influenza vaccine recommendations for children and youth for the 2012/2013 season.",2012,"influenza"
"817","24029031","Influenza A H1N1 Related Acute Necrotizing Encephalopathy: Radiological Findings in Adulthood.",2012,"influenza"
"917","24009929","Influenza A virus among the hospitalized young children with acute respiratory infection. Is influenza A co infected with respiratory syncytial virus?",2012,"influenza"
"1017","23935325","H275Y oseltamivir resistant Influenza A (H1N1) strains in northern Greece during the post pandemic influenza season 2010-2011.",2012,"influenza"
"1114","23908945","Tracking oseltamivir-resistance in New Zealand influenza viruses during a medicine reclassification in 2007, a resistant-virus importation in 2008 and the 2009 pandemic.",2012,"influenza"
"1210","23908928","Influenza B outbreak in a primary school in Adelaide, Australia, 2011.",2012,"influenza"
"138","23908923","Analysis of fatal outcomes from influenza A(H1N1)pdm09 in Mongolia.",2012,"influenza"
"148","23814925","Here comes influenza season.",2012,"influenza"
"158","23746802","Antiviral stockpiles for influenza pandemics from the household perspective: treatment alone versus treatment with prophylaxis.",2012,"influenza"
"167","23730311","Serological survey of the novel influenza A H1N1 in inner city Winnipeg, Manitoba, 2009.",2012,"influenza"
"178","23730000","Low Level of Cross-Reactive Antibodies to Pandemic Influenza (H1N1) 2009 Virus in Humans in Pre-Pandemic Period in Maharashtra, India.",2012,"influenza"
"188","23729996","Pandemic Influenza A H1N1 (2009) Virus: Lessons from the Past and Implications for the Future.",2012,"influenza"
"198","23717142","Intake of korean red ginseng extract and saponin enhances the protection conferred by vaccination with inactivated influenza a virus.",2012,"influenza"
"208","23692787","Two seasons' experience with pandemic A H1N1 influenza infection in neonates.",2012,"influenza"
"139","25825584","Emerging influenza: consideration in transfusion medicine.",2013,"influenza"
"219","25378783","Outbreak of Influenza (H1N1) amongst children in a residential school.",2013,"influenza"
"318","25360327","Author Response: Human infections with avian influenza A(H7N9): preliminary assessments of the age and sex distribution.",2013,"influenza"
"418","25320424","Microarray multiplex assay for the simultaneous detection and discrimination of influenza a and influenza B viruses.",2013,"influenza"
"518","25209363","Comparison of the Simplexa™ Flu A/B &amp; RSV kit (nucleic acid extraction-dependent assay) and the Prodessa ProFlu+™ assay for detecting influenza and respiratory syncytial viruses.",2013,"influenza"
"618","26625389","How Accurate Are International Classification of Diseases-10 Diagnosis Codes in Detecting Influenza and Pertussis Hospitalizations in Children?",2013,"influenza"
"718","24968544","Comparison of demographic, clinical, radiological characteristics and comorbidities in mechanically ventilated and nonventilated, adult patients admitted in ICU with confirmed diagnosis of influenza A (H1N1).",2013,"influenza"
"818","24936242","3-Hydroxyquinolin-2(1H)-ones As Inhibitors of Influenza A Endonuclease.",2013,"influenza"
"918","24900618","Influenza RNA-Dependent RNA Polymerase (RdRp) Inhibitors: Potential New Therapy for Influenza Treatment.",2013,"influenza"
"1018","24872880","Age-Specific Patterns of Influenza Activity in Utah: Do Older School Age Children Drive the Epidemic?",2013,"influenza"
"1115","24872879","A National Study of the Impact of Rapid Influenza Testing on Clinical Care in the Emergency Department.",2013,"influenza"
"1211","24845590","Inactivation of Influenza A virus, Adenovirus, and Cytomegalovirus with PAXgene tissue fixative and formalin.",2013,"influenza"
"1310","24070972","Influenza and pneumococcal immunization.",2013,"influenza"
"149","24821568","Clinical effects of oseltamivir, zanamivir, laninamivir and peramivir on seasonal influenza infection in outpatients in Japan during the winter of 2012-2013.",2013,"influenza"
"159","24804410","[Seasonal influenza: vaccines available for the winter 2013-2014].",2013,"influenza"
"168","24804409","[Scientific evidence for influenza vaccination during pregnancy].",2013,"influenza"
"179","24778322","Influenza virus infection elicits protective antibodies and T cells specific for host cell antigens also expressed as tumor-associated antigens: a new view of cancer immunosurveillance.",2013,"influenza"
"189","24772700","Clinical profile and mortality among novel influenza A (H1N1) infected patients: 2009-2010 Jodhpur, Rajasthan pandemic.",2013,"influenza"
"199","24772694","Clinicoradiologic correlation in adult patients diagnosed with novel influenza A (H1N1).",2013,"influenza"
"209","24772644","[Evaluation of the anti-neuraminidase antibodies in clinical trials of the live influenza vaccine of the A(H5N2) subtype].",2013,"influenza"
"140","26625457","Vaccination Rates for Measles, Mumps, Rubella, and Influenza Among Children Presenting to a Pediatric Emergency Department in New York City.",2014,"influenza"
"220","26582867","Burden of Influenza-Related Hospitalizations and Attributable Mortality in Pediatric Acute Lymphoblastic Leukemia.",2014,"influenza"
"319","26466417","COMPARISONS OF THE CLINICAL FEATURES AND OUTCOMES OF CHILDREN PRESENTING WITH INFLUENZA-LIKE ILLNESSES, INCLUDING A (H1N1) PDM09 AND SEASONAL INFLUENZA, IN A UNIVERSITY HOSPITAL, THAILAND.",2014,"influenza"
"419","26451405","Influenza and other respiratory virus infections in solid organ transplant recipients.",2014,"influenza"
"519","26413580","Understanding the Role of Medical Experts during a Public Health Crisis Digital Tools and Library Resources for Research on the 1918 Spanish Influenza.",2014,"influenza"
"619","26407428","Post-Licensure Surveillance of Trivalent Live-Attenuated Influenza Vaccine in Children Aged 2-18 Years, Vaccine Adverse Event Reporting System, United States, July 2005-June 2012.",2014,"influenza"
"719","26407366","Automated Screening for Influenza Vaccination.",2014,"influenza"
"819","26407365","Post-Licensure Surveillance of Trivalent Live-Attenuated Influenza Vaccine in Children Aged 2-18 Years, Vaccine Adverse Event Reporting System, United States, July 2005-June 2012.",2014,"influenza"
"919","26407364","Use of Live Attenuated Influenza Vaccine in Children With Egg Allergy and Asthma.",2014,"influenza"
"1019","26336604","Immunogenicity and Reactogenicity of an Inactivated Quadrivalent Influenza Vaccine Administered Intramuscularly to Children 6 to 35 Months of Age in 2012-2013: A Randomized, Double-Blind, Controlled, Multicenter, Multicountry, Clinical Trial.",2014,"influenza"
"1116","26334249","Safety and Immunogenicity of Full-Dose Trivalent Inactivated Influenza Vaccine (TIV) Compared With Half-Dose TIV Administered to Children 6 Through 35 Months of Age.",2014,"influenza"
"1212","26242097","Managing influenza season.",2014,"influenza"
"1311","26203465","Spatial Big Data Analytics of Influenza Epidemic in Vellore, India.",2014,"influenza"
"1410","26137789","Logistic regression of attitudes and coverage for influenza vaccination among Italian Public Health medical residents.",2014,"influenza"
"1510","26137785","Compounds with anti-influenza activity: present and future of strategies for the optimal treatment and management of influenza. Part II: Future compounds against influenza virus.",2014,"influenza"
"169","26104373","Committing the Oldest Sins in the Newest Kind of Ways-Antibodies Targeting the Influenza Virus Type A Hemagglutinin Globular Head.",2014,"influenza"
"1710","26077181","Churg-Strauss Syndrome Following Vaccination Against 2010 Influenza A (H1N1): A Case Report.",2014,"influenza"
"1810","26064532","Adaptive nowcasting of influenza outbreaks using Google searches.",2014,"influenza"
"1910","26060728","Novel Influenza A (H6N1) Virus That Infected a Person in Taiwan.",2014,"influenza"
"2010","26043492","UAA lab is 'Amazon of influenza data'.",2014,"influenza"
"150","28276666","Effects of closing and reopening live poultry markets on the epidemic of human infection with avian influenza A virus.",2015,"influenza"
"221","25644240","A Systematic Review of the Comparative Epidemiology of Avian and Human Influenza A H5N1 and H7N9 - Lessons and Unanswered Questions.",2015,"influenza"
"320","26023732","Parental opinions and level of knowledge regarding influenza immunization for high risk children: follow-up on two reminder methods.",2015,"influenza"
"420","27708959","Rhabdomyolysis probably induced by influenza vaccine and fibrate therapy.",2015,"influenza"
"520","27622947","Reduction of Influenza Virus Envelope's Fusogenicity by Viral Fusion Inhibitors.",2015,"influenza"
"620","27408436","Anemia and Thrombocytopenia in New H5N6 Influenza: Existed or not?",2015,"influenza"
"720","27341844","Combination activity of neuraminidase inhibitor oseltamivir and α-tocopherol in influenza virus A (H3N2) infection in mice.",2015,"influenza"
"820","27308196","Gold Nanoparticles Decorated with Sialic Acid Terminated Bi-antennary N-Glycans for the Detection of Influenza Virus at Nanomolar Concentrations.",2015,"influenza"
"920","27308188","Gold Nanoparticles Decorated with Sialic Acid Terminated Bi-antennary N-Glycans for the Detection of Influenza Virus at Nanomolar Concentrations.",2015,"influenza"
"1020","27159511","Intensity of Influenza-Like Illness (ILI) and Congestive Heart Failure (CHF) Deaths: A Correlation Study in Louisiana, 2000-2012.",2015,"influenza"
"1117","27149316","Public health incident management: Logistical and operational aspects of the 2009 initial outbreak of H1N1 influenza in Mexico.",2015,"influenza"
"1213","27141678","[Preliminary analysis on spectrum-efficient correlation model for anti-influenza virus of Lonicerae Japonicae Flos by partial least squares method].",2015,"influenza"
"1312","27118933","Influenza and Pneumococcal Vaccination Rates in Patients With Inflammatory Bowel Disease.",2015,"influenza"
"1411","27101705","[Effects of different gene segments of influenza virus on the growth of recombinants].",2015,"influenza"
"1511","27093830","[Mechanisms underlying interferon-mediated host innate immunity during influenza A virus infection].",2015,"influenza"
"1610","27089652","[Development of a Real-Time Reverse Transcription PCR Assay System for Detection of Three Subtypes of Influenza A and Influenza B Viruses].",2015,"influenza"
"1711","27071255","[HPLC specific chromatogram spectrum-effect relationship for Shuanghuanglian on MDCK cell injury induced by influenza A virus (H1N1)].",2015,"influenza"
"1811","27051730","Blastic plasmacytoid dendritic neoplasm (BPDN) or BPDN-like lesion presenting after influenza vaccination and resolving with topical high potency steroid.",2015,"influenza"
"1911","27047138","Influenza A plasma and serum virus antibody detection comparison in dogs using blocking enzyme-linked immunosorbent assay.",2015,"influenza"
"2011","27047014","Hemato-biochemical and pathological changes on avian influenza in naturally infected domestic ducks in Egypt.",2015,"influenza"
"160","30294231","Extreme effects of Seabuckthorn extracts on influenza viruses and human cancer cells and correlation between flavonol glycosides and biological activities of extracts.",2016,"influenza"
"222","30256035","Detection of Newcastle Disease, H9N2 Avian Influenza, and Infectious Bronchitis Viruses in Respiratory Diseases in Backyard Chickens in Ahvaz, Iran, in 2014-2015.",2016,"influenza"
"321","29067204","Using oral fluids samples for indirect influenza A virus surveillance in farmed UK pigs.",2016,"influenza"
"421","29034629","[Comparison of cellular localization of NS1 from different subtypes of influenza A virus].",2016,"influenza"
"521","28855380","The ghost of pandemics past: revisiting two centuries of influenza in Sweden.",2016,"influenza"
"621","28830105","Participatory Syndromic Surveillance of Influenza in Europe.",2016,"influenza"
"721","28805048","Recommendations for Vaccination Against Seasonal Influenza in Adult High Risk Groups: South Asian Recommendations.",2016,"influenza"
"821","28644596","Influenza vaccine uptake amongst in-patients in acute medical unit of a tertiary care Irish hospital.",2016,"influenza"
"921","28577700","Value for Money in H1N1 Influenza: A Systematic Review of the Cost-Effectiveness of Pandemic Interventions.",2016,"influenza"
"1021","28553672","Neighborhood Influences on Seasonal Influenza Vaccination among Older African Americans in Atlanta, Georgia.",2016,"influenza"
"1118","28480449","THE EVALUATION OF DOMESTIC DUCKS AS POTENTIAL RESERVOIR OF AVIAN INFLUENZA VIRUS IN POST HPAI H5N1 OUTBREAK AREA, SUNYANI MUNICIPALITY, BRONG AHAFO REGION OF GHANA.",2016,"influenza"
"1214","28474635","Avian influenza A H7N9 virus infections not evident among high-risk groups in India.",2016,"influenza"
"1313","28474629","Epidemiological &amp; clinical profile of influenza A (H1N1) 2009 virus infections during 2015 epidemic in Rajasthan.",2016,"influenza"
"1412","28468008","Effect of Maxing Shigan Tang on H1N1 Influenza A Virus-Associated Acute Lung Injury in Mice.",2016,"influenza"
"1512","28466037","Seroconversion and immunogenicity evaluation of seasonal influenza vaccine in mice model.",2016,"influenza"
"1611","28466033","Differential proteomic analysis of respiratory samples from patients suffering from influenza.",2016,"influenza"
"1712","28457075","Comparative Characteristics of the 2009 Pandemic Influenza A (H1N1) Virus and 2010-2011 Seasonal Influenza in Pediatric Patients.",2016,"influenza"
"1812","28438112","H3N2 Canine Influenza Virus Infection in a Dog.",2016,"influenza"
"1912","28413608","Evidence synthesis and decision modelling to support complex decisions: stockpiling neuraminidase inhibitors for pandemic influenza usage.",2016,"influenza"
"2012","28393730","Fatal swine influenza A H1N1 and Mycoplasma pneumoniae coinfection in a child.",2016,"influenza"
"170","30564694","Healthcare-seeking behaviour in case of influenza-like illness in the French general population and factors associated with a GP consultation: an observational prospective study.",2017,"influenza"
"223","30294231","Extreme effects of Seabuckthorn extracts on influenza viruses and human cancer cells and correlation between flavonol glycosides and biological activities of extracts.",2017,"influenza"
"322","30160701","Comparison among three different serological methods for the detection of equine influenza virus infection.",2017,"influenza"
"422","30137719","International chicken trade and increased risk for introducing or reintroducing highly pathogenic avian influenza A (H5N1) to uninfected countries.",2017,"influenza"
"522","30135702","Influenza Vaccination Strategies Should Target Children.",2017,"influenza"
"622","30008506","Purification of influenza virus-like particles using sulfated cellulose membrane adsorbers.",2017,"influenza"
"722","29978099","Phylogenetic Study of H5 Low Pathogenic Avian Influenza Viruses Detected in Wild Birds in Poland in 2010-2015.",2017,"influenza"
"822","29978082","Pig Lung Immune Cytokine Response to the Swine Influenza Virus and the <i>Actinobacillus Pleuropneumoniae</i> Infection.",2017,"influenza"
"922","29978081","Pathological Alterations in Respiratory System During Co-infection with Low Pathogenic Avian Influenza Virus (H9N2) and <i>Escherichia Coli</i> in Broiler Chickens.",2017,"influenza"
"1022","29978068","Serological Survey of the Influenza a Virus in Polish Farrow-to-finish Pig Herds in 2011-2015.",2017,"influenza"
"1119","29945131","Changes in Hemagglutinin and Neuraminidase Genes of pH1N1 Influenza Virus Strains Collected from a North Indian Tertiary Care Hospital during 2015.",2017,"influenza"
"1215","29864390","Annual Report of the National Influenza Surveillance Scheme, 2009.",2017,"influenza"
"1314","29864388","Annual report of the National Influenza Surveillance Scheme, 2010.",2017,"influenza"
"1413","29864387","Influenza epidemiology in patients admitted to sentinel Australian hospitals in 2016: the Influenza Complications Alert Network (FluCAN).",2017,"influenza"
"1513","29864384","Diagnostic testing in influenza and pertussis related paediatric intensive care unit admissions,Queensland, Australia, 1997-2013.",2017,"influenza"
"1612","29854177","A Computational Framework for a Digital Surveillance and Response Tool: Application to Avian Influenza.",2017,"influenza"
"1713","29770072","Summary of the NACI Statement on Seasonal Influenza Vaccine for 2017-2018.",2017,"influenza"
"1813","29737282","EMERGING PATHOGENS: INFLUENZA - H7N9.",2017,"influenza"
"1913","29737281","EMERGING RESPIRATORY DISEASE - INFLUENZA INFLUENZA VIRUS OVERVIEW.",2017,"influenza"
"2013","29734613","Independent and interactive effects of ambient temperature and absolute humidity on the risks of avian influenza A(H7N9) infection in China.",2017,"influenza"
"180","32288172","An implementation of real-time air quality and influenza-like illness data storage and processing platform.",2018,"influenza"
"224","32104453","Preparation, characterization and <i>in vivo</i> evaluation of alginate-coated chitosan and trimethylchitosan nanoparticles loaded with PR8 influenza virus for nasal immunization.",2018,"influenza"
"323","31832249","Learning from recent outbreaks to strengthen risk communication capacity for the next influenza pandemic in the Western Pacific Region.",2018,"influenza"
"423","31832248","Preparedness for influenza vaccination during a pandemic in the World Health Organization Western Pacific Region.",2018,"influenza"
"523","31832247","Strategies for combating avian influenza in the Asia-Pacific.",2018,"influenza"
"623","31832246","Planning for and responding to pandemic influenza emergencies: it's time to listen to, prioritize and privilege Aboriginal perspectives.",2018,"influenza"
"723","31832245","Marking the 1918 influenza pandemic centennial: addressing regional influenza threats through the Asia Pacific Strategy for Emerging Diseases and Public Health Emergencies.",2018,"influenza"
"823","31778515","Vaccination against influenza among pregnant women in southern Brazil and associated factors.",2018,"influenza"
"923","31777450","A Framework for Discovering Health Disparities among Cohorts in an Influenza Epidemic.",2018,"influenza"
"1023","31723923","Acute Fulminant Myocarditis Following Influenza Vaccination Requiring Extracorporeal Membrane Oxygenation.",2018,"influenza"
"1120","31559005","Design and synthesis of heteroaromatic-based benzenesulfonamide derivatives as potent inhibitors of H5N1 influenza A virus.",2018,"influenza"
"1216","31544808","Computational Prediction of the Epitopes of HA1 Protein of Influenza Viruses to its Neutralizing Antibodies.",2018,"influenza"
"1315","31406294","Letters designed with behavioural science increase influenza vaccination in Medicare beneficiaries.",2018,"influenza"
"1414","31406293","Nudges for influenza vaccination.",2018,"influenza"
"1514","31385974","Immunogenicity of high-dose influenza vaccination in patients with primary central nervous system malignancy.",2018,"influenza"
"1613","31320848","Does influenza subtype H1N1 have a place in the etiology of pityriasis rosea?",2018,"influenza"
"1714","31193657","Only collective action can fight off winter influenza outbreaks.",2018,"influenza"
"1814","31142851","Signs of hope emerge against influenza.",2018,"influenza"
"1914","31119921","Environmental Sampling Survey of H5N2 Highly Pathogenic Avian Influenza-Infected Layer Chicken Farms in Minnesota and Iowa.",2018,"influenza"
"2014","31119919","Virucidal Efficacy of a Quaternary Ammonium Compound with Food Additive-Grade Calcium Hydroxide Toward Avian Influenza Virus and Newcastle Disease Virus on Abiotic Carriers.",2018,"influenza"
"190","32436879","Immune response during influenza virus infection among the population of Assam, Northeast India.",2019,"influenza"
"225","32416789","Does vaccination with the live mycoplasma vaccine MSH increase the pathogenicity of Avian influenza infections?",2019,"influenza"
"324","32373385","Erucic acid from <i>Isatis indigotica Fort.</i> suppresses influenza A virus replication and inflammation <i>in vitro</i> and <i>in vivo</i> through modulation of NF-κB and p38 MAPK pathway.",2019,"influenza"
"424","32337511","Influenza-Related Parotitis during a Large Mumps Outbreak - Arkansas, 2016-2017.",2019,"influenza"
"524","32328340","An Evaluation Tool for National-Level Pandemic Influenza Planning.",2019,"influenza"
"624","32326937","The cost of influenza-associated hospitalizations and outpatient visits in Kenya.",2019,"influenza"
"724","32326933","Hospitalization and death among patients with influenza, Guatemala, 2008-2012.",2019,"influenza"
"824","32326921","A ten-year China-US laboratory collaboration: improving response to influenza threats in China and the world, 2004-2014.",2019,"influenza"
"924","32288701","Seasonal influenza surveillance: Observational study on the 2017-2018 season with predominant B influenza virus circulation.",2019,"influenza"
"1024","32288269","<i>In vitro</i> evaluation of anthraquinones from <i>Aloe vera</i> (<i>Aloe barbadensis</i> Miller) roots and several derivatives against strains of influenza virus.",2019,"influenza"
"1121","32288172","An implementation of real-time air quality and influenza-like illness data storage and processing platform.",2019,"influenza"
"1217","32287618","Emerging infectious disease, the household built environment characteristics, and urban planning: Evidence on avian influenza in Vietnam.",2019,"influenza"
"1316","32286570","Epidemiological and virological findings during an outbreak of equine influenza in Uruguay in 2018.",2019,"influenza"
"1415","32274402","Isolation of Neutralizing Human Single Chain Antibodies Against Conserved Hemagglutinin Epitopes of Influenza a Virus H3N2 Strain.",2019,"influenza"
"1515","32258201","Determinants of Fatal Outcome in Patients Admitted to Intensive Care Units With Influenza, European Union 2009-2017.",2019,"influenza"
"1614","32237354","[Effect of Scutellariae Radix on expression of inflammatory cytokine protein and gene in lung of mice with viral pneumonia caused by influenza virus FM1 infection].",2019,"influenza"
"1715","32233613","The spread of influenza-like-illness within the household in Shanghai, China.",2019,"influenza"
"1815","32227800","The economic and public health impact of influenza vaccinations: contributions of Swiss pharmacies in the 2016/17 and 2017/18 influenza seasons and implications for vaccination policy",2019,"influenza"
"1915","32226755","Influenza a H1N1 associated acute glomerulonephritis in an adolescent.",2019,"influenza"
"2015","32206224","Effect of experimental infectious bursal disease virus on clinical signs and pathogenesis of avian influenza virus H<sub>9</sub>N<sub>2</sub> in turkey by real time PCR.",2019,"influenza"
"1100","32592999","Influenza Virus-Induced Oxidized DNA Activates Inflammasomes.",2020,"influenza"
"226","32592557","Women's knowledge and beliefs towards vaccination for influenza during pregnancy in Turkey and underlying factors of misinformation: a single-centre cross-sectional study.",2020,"influenza"
"325","32592444","A comparison of amplification methods to detect Avian Influenza viruses in California wetlands targeted via remote sensing of waterfowl.",2020,"influenza"
"425","32591390","Establishment of a Pig Influenza Challenge Model for Evaluation of Monoclonal Antibody Delivery Platforms.",2020,"influenza"
"525","32591107","Some concerns about poor outcome predictors for influenza virus infections: Authors' reply.",2020,"influenza"
"625","32589440","Summary of the 2018-2019 influenza season among Department of Defense service members and other beneficiaries.",2020,"influenza"
"725","32589410","In Silico Study of Membrane Lipid Composition Regulating Conformation and Hydration of Influenza Virus B M2 Channel.",2020,"influenza"
"825","32588899","Comparable Disease Severity by Influenza Virus Subtype in the Acute Respiratory Infection Consortium Natural History Study.",2020,"influenza"
"925","32588557","Viral burden, inflammatory milieu and CD8<sup>+</sup> T-cell responses to influenza virus in a second-generation thiazolide (RM-5061) and oseltamivir combination therapy study.",2020,"influenza"
"1025","32588119","A two-thresholds policy for a Filippov model in combating influenza.",2020,"influenza"
"1122","32587029","UK is once again free of avian influenza.",2020,"influenza"
"1218","32585505","Seroprevalence of avian influenza in Baltic common eiders (Somateria mollissima) and pink-footed geese (Anser brachyrhynchus).",2020,"influenza"
"1317","32585323","Conserved T-cell epitopes of respiratory syncytial virus (RSV) delivered by recombinant live attenuated influenza vaccine viruses efficiently induce RSV-specific lung-localized memory T cells and augment influenza-specific resident memory T-cell responses.",2020,"influenza"
"1416","32585207","<sup>2</sup>H nuclear magnetic resonance spectroscopy supports larger amplitude fast motion and interference with lipid chain ordering for membrane that contains β sheet human immunodeficiency virus gp41 fusion peptide or helical hairpin influenza virus hemagglutinin fusion peptide at fusogenic pH.",2020,"influenza"
"1516","32584807","Implications of localized charge for human influenza A H1N1 hemagglutinin evolution: Insights from deep mutational scans.",2020,"influenza"
"1615","32583522","Why is influenza vaccine uptake so low among Aboriginal adults?",2020,"influenza"
"1716","32582567","Inferring the Urban Transmission Potential of Bat Influenza Viruses.",2020,"influenza"
"1816","32582220","Non-sterilizing, Infection-Permissive Vaccination With Inactivated Influenza Virus Vaccine Reshapes Subsequent Virus Infection-Induced Protective Heterosubtypic Immunity From Cellular to Humoral Cross-Reactive Immune Responses.",2020,"influenza"
"1916","32582071","Contributions of HA1 and HA2 Subunits of Highly Pathogenic Avian Influenza Virus in Induction of Neutralizing Antibodies and Protection in Chickens.",2020,"influenza"
"2016","32581169","Influenza-associated Fulminant Myocarditis Complicated by Guillain-Barré Syndrome.",2020,"influenza"
"1101","25053010","The impact of familism on physical and mental health among Hispanics in the United States.",2011,"mental health"
"227","23611458","The Asian American family and mental health: implications for child health professionals.",2011,"mental health"
"326","23564983","Step-Up: Promoting Youth Mental Health and Development in Inner-City High Schools.",2011,"mental health"
"426","27307690","The Role of Quality Service Systems in Involving Families in Mental Health Treatment for Children with Severe Emotional Disturbances.",2011,"mental health"
"526","23193355","Testing the Assumption of Measurement Invariance in the SAMHSA Mental Health and Alcohol Abuse Stigma Assessment in Older Adults.",2011,"mental health"
"626","23115572","Knowledge translation in mental health: a scoping review.",2011,"mental health"
"726","23051168","Bhagavadgeeta: The Indian treatise on mental health care and promotion.",2011,"mental health"
"826","23051159","Overcoming cultural barriers to deliver comprehensive rural community mental health care in Southern India.",2011,"mental health"
"926","23051112","Global mental health: Global strengths and strategies Task-shifting in a shifting health economy.",2011,"mental health"
"1026","23051110","The changing global mental health landscape and need for leadership.",2011,"mental health"
"1123","22997648","[Vulnerability to environmental heat among persons with mental health problems].",2011,"mental health"
"1219","22997647","[Integrated treatment of hepatitis C among people with concurrent mental health and substance abuse disorders: promoting change in an urban area].",2011,"mental health"
"1318","22997643","[Mental health services in an urban setting: a crossroads of differences].",2011,"mental health"
"1417","22942899","Understanding the mental health needs of secondary school children in Manchester.",2011,"mental health"
"1517","22942893","Mental health as an NCD (non-communicable disease): the need to act.",2011,"mental health"
"1616","22934158","Epilepsy, mental health disorder, or both?",2011,"mental health"
"1717","22909909","Cyberbullying and adolescent mental health.",2011,"mental health"
"1817","22849913","[Mental health of students of medicine: exploraty study in the Universidade da Beira Interior].",2011,"mental health"
"1917","22849909","[Mental health of college students: experience of the university psychiatric outpatient clinic of Hospital de São João].",2011,"mental health"
"2017","22851889","Evergreen: A child and youth mental health framework for Canada.",2011,"mental health"
"1102","25041801","The influence of perceived stress on work-family conflict and mental health: the moderating effect of person-environment fit.",2012,"mental health"
"228","24652941","Relationships among employees' working conditions, mental health, and intention to leave in nursing homes.",2012,"mental health"
"327","24497399","Can we risk recovery? A grounded theory of clinical psychologists' perceptions of risk and recovery-oriented mental health services.",2012,"mental health"
"427","24460601","Evaluation of a peer-based mental health support program for adolescents orphaned by AIDS in South Africa.",2012,"mental health"
"527","24353902","Institutions, Politics, and Mental Health Parity.",2012,"mental health"
"627","24348087","A war over mental health professionalism: Scientology versus psychiatry.",2012,"mental health"
"727","24343963","Personality pathology and mental health treatment seeking in a community sample of older adults.",2012,"mental health"
"827","24294296","Training teachers to teach mental health skills to staff in primary care settings in a vast, under-populated area.",2012,"mental health"
"927","24215147","The mental health, emotional literacy, cognitive ability, literacy attainment and 'resilience' of 'looked after children': a multidimensional, multiple-rater population based study.",2012,"mental health"
"1027","24170649","Correlates of nonalcoholic fatty liver among women receiving residential mental health care.",2012,"mental health"
"1124","24073134","Mental health, substance abuse, and health behavior intervention as part of the patient-centered medical home: a case study.",2012,"mental health"
"1220","24039557","The Crisis Intervention Team Model of Police Response to Mental Health Crises: A Primer for Mental Health Practitioners.",2012,"mental health"
